0	13
0	19
0	48
0	51
0	53
0	55
0	57
0	59
0	60
0	62
0	64
0	66
0	68
0	71
0	73
0	75
0	77
0	79
0	80
0	82
0	84
0	86
0	88
0	91
0	93
4	77
13	27
14	19
16	53
19	50
24	83
24	85
28	83
28	85
28	89
58	59
58	60
95	96
0	2
0	47
0	49
0	50
0	52
0	54
0	56
0	58
0	61
0	63
0	65
0	67
0	69
0	70
0	72
0	74
0	76
0	78
0	81
0	83
0	85
0	87
0	89
0	90
0	92
0	94
4	74
8	83
12	30
12	83
12	85
12	89
13	37
15	80
16	83
17	19
17	53
21	63
24	53
28	53
56	58
58	61
